Dataset Name,Image File,Image Name
Figure01A,Embryo10.EGFP.Cam_Right_00090.tif,Embryo10.pattern
Figure01A,Embryo9.mCherry.Cam_Right_00096.tif,Embryo9.pattern
Figure02,Embryo02.iRFP.Cam_Right_00278.tif,Embryo02.pattern
Figure02,Embryo06.EGFP.Cam_Right_00304.tif,Embryo06.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.iRFP.Cam_Right_00023.tif,MoNoc.Monastrol.Embryo3.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.mCherry.Cam_Right_00161.tif,NocMo.Washout.Embryo2.pattern
Figure03,Embryo03.Position_0.stack_0.EGFP.Cam_Right_00022.tif,Embryo03.pattern
SupplementaryFigure01,Embryo7.mCherry.000090_00.tif,Embryo7.pattern
SupplementaryFigure05,Metaphase2.Cam_Right_00000 (4)-Enhancement Filter_T041_Z003_C01.tif,Metaphase2.pattern
Figure03,Embryo05.Position_0.stack_0.mCherry.Cam_Right_00075.tif,Embryo05.pattern
Figure02,Embryo06.iRFP.Cam_Right_00199.tif,Embryo06.pattern
SupplementaryFigure01,Embryo18.iRFP.000004_00.tif,Embryo18.pattern
Figure01A,Embryo13.EGFP.Cam_Right_00233.tif,Embryo13.pattern
Figure01A,Embryo5.mCherry.Cam_Right_00183.tif,Embryo5.pattern
Figure02,Embryo04.EGFP.Cam_Right_00300.tif,Embryo04.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo2.mCherry.Cam_Right_00026.tif,MoNoc.Washout.Embryo2.pattern
Figure03,Embryo10.Position_0.stack_0.EGFP.Cam_Right_00021.tif,Embryo10.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo2.mCherry.Cam_Right_00111.tif,MoNoc.Washout.Embryo2.pattern
SupplementaryFigure01,Embryo17.EGFP.000021_00.tif,Embryo17.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T045_Z005_C01.tif,Prometaphase2.pattern
Figure02,Embryo10.EGFP.Cam_Right_00217.tif,Embryo10.pattern
Figure02,Embryo09.mCherry.Cam_Right_00189.tif,Embryo09.pattern
Figure01A,Embryo3.mCherry.Cam_Right_00188.tif,Embryo3.pattern
Figure02,Embryo11.mCherry.Cam_Right_00153.tif,Embryo11.pattern
Figure01A,Embryo12.EGFP.Cam_Right_00248.tif,Embryo12.pattern
SupplementaryFigure01,Embryo3.iRFP.000005_00.tif,Embryo3.pattern
SupplementaryFigure01,Embryo4.mCherry.000011_00.tif,Embryo4.pattern
Figure02,Embryo08.iRFP.Cam_Right_00305.tif,Embryo08.pattern
Figure02,Embryo11.mCherry.Cam_Right_00129.tif,Embryo11.pattern
SupplementaryFigure01,Embryo4.EGFP.000009_00.tif,Embryo4.pattern
Figure03,Embryo16.Position_0.stack_0.EGFP.Cam_Right_00057.tif,Embryo16.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.iRFP.Cam_Right_00079.tif,MoNoc.Washout.Embryo3.pattern
SupplementaryFigure09,MoNoc.2_Cell.37.tif,MoNoc.2_Cell.pattern
Figure02,Embryo10.EGFP.Cam_Right_00241.tif,Embryo10.pattern
Figure03,Embryo03.Position_0.stack_0.mCherry.Cam_Right_00173.tif,Embryo03.pattern
Figure02,Embryo02.mCherry.Cam_Right_00307.tif,Embryo02.pattern
SupplementaryFigure01,Embryo2.mCherry.000017_00.tif,Embryo2.pattern
SupplementaryFigure01,Embryo2.iRFP.000052_00.tif,Embryo2.pattern
SupplementaryFigure05,Prometaphase1.Cam_Right_00000 (25)-Enhancement Filter_T050_Z001_C01.tif,Prometaphase1.pattern
Figure02,Embryo10.iRFP.Cam_Right_00088.tif,Embryo10.pattern
SupplementaryFigure01,Embryo16.mCherry.000049_00.tif,Embryo16.pattern
Figure02,Embryo01.mCherry.Cam_Right_00348.tif,Embryo01.pattern
SupplementaryFigure05,Metaphase2.Cam_Right_00000 (4)-Enhancement Filter_T035_Z005_C01.tif,Metaphase2.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.mCherry.Cam_Right_00058.tif,MoNoc.Washout.Embryo1.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.iRFP.Cam_Right_00062.tif,NocMo.Washout.Embryo1.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.EGFP.Cam_Right_00083.tif,NocMo.Washout.Embryo1.pattern
Figure03,Embryo12.Position_0.stack_0.mCherry.Cam_Right_00026.tif,Embryo12.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.EGFP.Cam_Right_00059.tif,NocMo.Washout.Embryo1.pattern
Figure01A,Embryo3.mCherry.Cam_Right_00117.tif,Embryo3.pattern
Figure01A,Embryo13.mCherry.Cam_Right_00184.tif,Embryo13.pattern
SupplementaryFigure05,Metaphase2.Cam_Right_00000 (4)-Enhancement Filter_T021_Z002_C01.tif,Metaphase2.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.mCherry.Cam_Right_00064.tif,NocMo.Washout.Embryo2.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.iRFP.Cam_Right_00032.tif,MoNoc.Washout.Embryo3.pattern
SupplementaryFigure01,Embryo18.mCherry.000043_00.tif,Embryo18.pattern
Figure02,Embryo02.EGFP.Cam_Right_00319.tif,Embryo02.pattern
Figure01A,Embryo11.mCherry.Cam_Right_00221.tif,Embryo11.pattern
Figure02,Embryo03.iRFP.Cam_Right_00251.tif,Embryo03.pattern
Figure01A,Embryo1.EGFP.Cam_Right_00324.tif,Embryo1.pattern
Figure02,Embryo09.mCherry.Cam_Right_00054.tif,Embryo09.pattern
SupplementaryFigure08,NocMo.Monastrol.Embryo2.EGFP.Cam_Right_00003.tif,NocMo.Monastrol.Embryo2.pattern
Figure02,Embryo10.iRFP.Cam_Right_00017.tif,Embryo10.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.EGFP.Cam_Right_00012.tif,NocMo.Washout.Embryo1.pattern
Figure02,Embryo06.mCherry.Cam_Right_00292.tif,Embryo06.pattern
Figure03,Embryo13.Position_0.stack_0.mCherry.Cam_Right_00042.tif,Embryo13.pattern
Figure01A,Embryo1.EGFP.Cam_Right_00170.tif,Embryo1.pattern
Figure02,Embryo11.EGFP.Cam_Right_00146.tif,Embryo11.pattern
Figure02,Embryo12.mCherry.Cam_Right_00121.tif,Embryo12.pattern
Figure02,Embryo06.iRFP.Cam_Right_00204.tif,Embryo06.pattern
Figure02,Embryo09.mCherry.Cam_Right_00118.tif,Embryo09.pattern
Figure02,Embryo02.iRFP.Cam_Right_00143.tif,Embryo02.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo1.iRFP.Cam_Right_00009.tif,MoNoc.Monastrol.Embryo1.pattern
Figure01A,Embryo7.EGFP.Cam_Right_00074.tif,Embryo7.pattern
SupplementaryFigure01,Embryo12.EGFP.000008_00.tif,Embryo12.pattern
Figure02,Embryo10.EGFP.Cam_Right_00038.tif,Embryo10.pattern
Figure02,Embryo10.iRFP.Cam_Right_00249.tif,Embryo10.pattern
Figure02,Embryo10.mCherry.Cam_Right_00205.tif,Embryo10.pattern
Figure02,Embryo06.iRFP.Cam_Right_00275.tif,Embryo06.pattern
SupplementaryFigure10B,NocMo.2_Cell.34.tif,NocMo.2_Cell.pattern
SupplementaryFigure01,Embryo8.mCherry.000007_00.tif,Embryo8.pattern
Figure02,Embryo03.EGFP.Cam_Right_00248.tif,Embryo03.pattern
Figure02,Embryo11.iRFP.Cam_Right_00196.tif,Embryo11.pattern
Figure01A,Embryo8.mCherry.Cam_Right_00045.tif,Embryo8.pattern
SupplementaryFigure08,MoNoc.Nocodazole.Embryo3.EGFP.Cam_Right_00007.tif,MoNoc.Nocodazole.Embryo3.pattern
SupplementaryFigure05,Prometaphase1.Cam_Right_00000 (25)-Enhancement Filter_T001_Z005_C01.tif,Prometaphase1.pattern
Figure02,Embryo12.mCherry.Cam_Right_00168.tif,Embryo12.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo2.mCherry.Cam_Right_00006.tif,NocMo.Nocodazole.Embryo2.pattern
SupplementaryFigure06H,02_Cell_Stage.Embryo30.Alexa_647.000000_00.tif,02_Cell_Stage.Embryo30.pattern
SupplementaryFigure01,Embryo14.iRFP.000052_00.tif,Embryo14.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.mCherry.Cam_Right_00038.tif,MoNoc.Washout.Embryo3.pattern
SupplementaryFigure01,Embryo2.EGFP.000051_00.tif,Embryo2.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo2.iRFP.Cam_Right_00051.tif,MoNoc.Monastrol.Embryo2.pattern
Figure02,Embryo09.iRFP.Cam_Right_00049.tif,Embryo09.pattern
Figure01A,Embryo7.mCherry.Cam_Right_00103.tif,Embryo7.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T042_Z005_C01.tif,Prometaphase2.pattern
Figure02,Embryo11.iRFP.Cam_Right_00125.tif,Embryo11.pattern
Figure02,Embryo01.iRFP.Cam_Right_00320.tif,Embryo01.pattern
Figure03,Embryo13.Position_0.stack_0.mCherry.Cam_Right_00018.tif,Embryo13.pattern
Figure03,Embryo11.Position_0.stack_0.EGFP.Cam_Right_00004.tif,Embryo11.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T074_Z002_C01.tif,Metaphase1.pattern
SupplementaryFigure01,Embryo16.mCherry.000027_00.tif,Embryo16.pattern
SupplementaryFigure01,Embryo8.EGFP.000013_00.tif,Embryo8.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo2.iRFP.Cam_Right_00022.tif,NocMo.Nocodazole.Embryo2.pattern
Figure02,Embryo09.mCherry.Cam_Right_00142.tif,Embryo09.pattern
Figure01A,Embryo9.mCherry.Cam_Right_00013.tif,Embryo9.pattern
Figure02,Embryo09.EGFP.Cam_Right_00114.tif,Embryo09.pattern
Figure03,Embryo06.Position_0.stack_0.mCherry.Cam_Right_00023.tif,Embryo06.pattern
Figure02,Embryo09.iRFP.Cam_Right_00128.tif,Embryo09.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.mCherry.Cam_Right_00025.tif,NocMo.Washout.Embryo1.pattern
SupplementaryFigure01,Embryo2.EGFP.000018_00.tif,Embryo2.pattern
Figure02,Embryo02.mCherry.Cam_Right_00331.tif,Embryo02.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T036_Z002_C01.tif,Prometaphase2.pattern
Figure02,Embryo04.mCherry.Cam_Right_00223.tif,Embryo04.pattern
Figure01A,Embryo12.EGFP.Cam_Right_00201.tif,Embryo12.pattern
Figure02,Embryo05.iRFP.Cam_Right_00167.tif,Embryo05.pattern
Figure03,Embryo11.Position_0.stack_0.EGFP.Cam_Right_00075.tif,Embryo11.pattern
Figure02,Embryo04.mCherry.Cam_Right_00294.tif,Embryo04.pattern
Figure03,Embryo19.Position_0.stack_0.EGFP.Cam_Right_00039.tif,Embryo19.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.EGFP.Cam_Right_00167.tif,NocMo.Washout.Embryo2.pattern
Figure02,Embryo02.iRFP.Cam_Right_00304.tif,Embryo02.pattern
SupplementaryFigure01,Embryo7.EGFP.000054_00.tif,Embryo7.pattern
Figure01A,Embryo2.mCherry.Cam_Right_00249.tif,Embryo2.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.mCherry.Cam_Right_00080.tif,MoNoc.Washout.Embryo1.pattern
Figure03,Embryo17.Position_0.stack_0.EGFP.Cam_Right_00055.tif,Embryo17.pattern
Figure02,Embryo10.EGFP.Cam_Right_00162.tif,Embryo10.pattern
Figure02,Embryo12.iRFP.Cam_Right_00109.tif,Embryo12.pattern
Figure02,Embryo12.EGFP.Cam_Right_00031.tif,Embryo12.pattern
SupplementaryFigure05,Prometaphase1.Cam_Right_00000 (25)-Enhancement Filter_T042_Z001_C01.tif,Prometaphase1.pattern
Figure01A,Embryo9.mCherry.Cam_Right_00084.tif,Embryo9.pattern
Figure02,Embryo12.iRFP.Cam_Right_00133.tif,Embryo12.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.iRFP.Cam_Right_00035.tif,MoNoc.Monastrol.Embryo3.pattern
Figure02,Embryo05.EGFP.Cam_Right_00241.tif,Embryo05.pattern
SupplementaryFigure01,Embryo1.iRFP.000020_00.tif,Embryo1.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo2.EGFP.Cam_Right_00066.tif,MoNoc.Monastrol.Embryo2.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.iRFP.Cam_Right_00046.tif,NocMo.Washout.Embryo2.pattern
SupplementaryFigure10B,MoNoc.8_Cell.29.tif,MoNoc.8_Cell.pattern
Figure01A,Embryo8.EGFP.Cam_Right_00182.tif,Embryo8.pattern
Figure02,Embryo01.EGFP.Cam_Right_00335.tif,Embryo01.pattern
Figure03,Embryo06.Position_0.stack_0.EGFP.Cam_Right_00019.tif,Embryo06.pattern
Figure03,Embryo01.Position_0.stack_0.EGFP.Cam_Right_00041.tif,Embryo01.pattern
SupplementaryFigure01,Embryo10.mCherry.000037_00.tif,Embryo10.pattern
SupplementaryFigure05,Prometaphase3.Cam_Right_00000 (12)-Enhancement Filter_T038_Z004_C01.tif,Prometaphase3.pattern
SupplementaryFigure01,Embryo2.mCherry.000044_00.tif,Embryo2.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.EGFP.Cam_Right_00175.tif,NocMo.Washout.Embryo3.pattern
Figure02,Embryo10.EGFP.Cam_Right_00138.tif,Embryo10.pattern
SupplementaryFigure01,Embryo15.iRFP.000027_00.tif,Embryo15.pattern
SupplementaryFigure01,Embryo12.EGFP.000033_00.tif,Embryo12.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo3.iRFP.Cam_Right_00030.tif,NocMo.Nocodazole.Embryo3.pattern
SupplementaryFigure05,Metaphase2.Cam_Right_00000 (4)-Enhancement Filter_T038_Z005_C01.tif,Metaphase2.pattern
Figure01A,Embryo8.EGFP.Cam_Right_00082.tif,Embryo8.pattern
SupplementaryFigure05,Prometaphase3.Cam_Right_00000 (12)-Enhancement Filter_T024_Z001_C01.tif,Prometaphase3.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo2.mCherry.Cam_Right_00030.tif,NocMo.Nocodazole.Embryo2.pattern
Figure02,Embryo01.EGFP.Cam_Right_00235.tif,Embryo01.pattern
Figure01A,Embryo8.EGFP.Cam_Right_00146.tif,Embryo8.pattern
Figure02,Embryo09.EGFP.Cam_Right_00077.tif,Embryo09.pattern
Figure02,Embryo03.mCherry.Cam_Right_00246.tif,Embryo03.pattern
Figure02,Embryo06.mCherry.Cam_Right_00192.tif,Embryo06.pattern
Figure03,Embryo06.Position_0.stack_0.mCherry.Cam_Right_00058.tif,Embryo06.pattern
Figure03,Embryo14.Position_0.stack_0.EGFP.Cam_Right_00013.tif,Embryo14.pattern
SupplementaryFigure01,Embryo8.mCherry.000012_00.tif,Embryo8.pattern
Figure02,Embryo12.mCherry.Cam_Right_00021.tif,Embryo12.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.mCherry.Cam_Right_00024.tif,MoNoc.Monastrol.Embryo3.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.EGFP.Cam_Right_00078.tif,MoNoc.Washout.Embryo1.pattern
Figure01A,Embryo2.mCherry.Cam_Right_00149.tif,Embryo2.pattern
Figure02,Embryo10.iRFP.Cam_Right_00202.tif,Embryo10.pattern
Figure02,Embryo11.iRFP.Cam_Right_00025.tif,Embryo11.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.iRFP.Cam_Right_00154.tif,NocMo.Washout.Embryo3.pattern
Figure04,MoNoc.Cell16.Position_0.stack_0.EGFP.Cam_Right_00018.tif,MoNoc.Cell16.pattern
Figure01A,Embryo1.EGFP.Cam_Right_00209.tif,Embryo1.pattern
Figure01A,Embryo5.mCherry.Cam_Right_00159.tif,Embryo5.pattern
SupplementaryFigure05,Prometaphase1.Cam_Right_00000 (25)-Enhancement Filter_T056_Z004_C01.tif,Prometaphase1.pattern
Figure02,Embryo06.EGFP.Cam_Right_00316.tif,Embryo06.pattern
SupplementaryFigure01,Embryo14.iRFP.000024_00.tif,Embryo14.pattern
Figure02,Embryo04.iRFP.Cam_Right_00183.tif,Embryo04.pattern
SupplementaryFigure01,Embryo3.mCherry.000041_00.tif,Embryo3.pattern
Figure01A,Embryo6.mCherry.Cam_Right_00235.tif,Embryo6.pattern
SupplementaryFigure01,Embryo9.EGFP.000045_00.tif,Embryo9.pattern
SupplementaryFigure09,Untreated.Zygote.07.tif,Untreated.Zygote.pattern
Figure01A,Embryo2.EGFP.Cam_Right_00093.tif,Embryo2.pattern
Figure01A,Embryo6.mCherry.Cam_Right_00198.tif,Embryo6.pattern
SupplementaryFigure10B,NocMo.8_Cell.36.tif,NocMo.8_Cell.pattern
SupplementaryFigure01,Embryo6.EGFP.000003_00.tif,Embryo6.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo2.mCherry.Cam_Right_00050.tif,MoNoc.Washout.Embryo2.pattern
Figure02,Embryo12.mCherry.Cam_Right_00192.tif,Embryo12.pattern
Figure03,Embryo14.Position_0.stack_0.mCherry.Cam_Right_00025.tif,Embryo14.pattern
Figure02,Embryo07.EGFP.Cam_Right_00022.tif,Embryo07.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T035_Z005_C01.tif,Metaphase1.pattern
Figure01A,Embryo12.mCherry.Cam_Right_00245.tif,Embryo12.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.EGFP.Cam_Right_00052.tif,NocMo.Washout.Embryo3.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.mCherry.Cam_Right_00111.tif,MoNoc.Washout.Embryo1.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T024_Z005_C01.tif,Metaphase1.pattern
Figure02,Embryo09.iRFP.Cam_Right_00164.tif,Embryo09.pattern
Figure01A,Embryo1.EGFP.Cam_Right_00157.tif,Embryo1.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T038_Z003_C01.tif,Metaphase1.pattern
SupplementaryFigure05,Metaphase3.Cam_Right_00000 (5)-Enhancement Filter_T037_Z002_C01.tif,Metaphase3.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.EGFP.Cam_Right_00162.tif,NocMo.Washout.Embryo1.pattern
Figure02,Embryo03.iRFP.Cam_Right_00127.tif,Embryo03.pattern
Figure03,Embryo01.Position_0.stack_0.EGFP.Cam_Right_00037.tif,Embryo01.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T027_Z003_C01.tif,Metaphase1.pattern
SupplementaryFigure05,Prometaphase1.Cam_Right_00000 (25)-Enhancement Filter_T010_Z001_C01.tif,Prometaphase1.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.EGFP.Cam_Right_00043.tif,MoNoc.Washout.Embryo1.pattern
Figure03,Embryo17.Position_0.stack_0.mCherry.Cam_Right_00023.tif,Embryo17.pattern
SupplementaryFigure01,Embryo19.EGFP.000007_00.tif,Embryo19.pattern
SupplementaryFigure01,Embryo11.iRFP.000010_00.tif,Embryo11.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.mCherry.Cam_Right_00061.tif,NocMo.Washout.Embryo1.pattern
Figure02,Embryo06.EGFP.Cam_Right_00285.tif,Embryo06.pattern
Figure01A,Embryo2.EGFP.Cam_Right_00265.tif,Embryo2.pattern
Figure03,Embryo08.Position_0.stack_0.mCherry.Cam_Right_00040.tif,Embryo08.pattern
SupplementaryFigure01,Embryo18.mCherry.000016_00.tif,Embryo18.pattern
SupplementaryFigure06H,02_Cell_Stage.Embryo23.Alexa_647.000000_00.tif,02_Cell_Stage.Embryo23.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.iRFP.Cam_Right_00123.tif,NocMo.Washout.Embryo1.pattern
Figure02,Embryo05.mCherry.Cam_Right_00253.tif,Embryo05.pattern
Figure01A,Embryo10.mCherry.Cam_Right_00103.tif,Embryo10.pattern
Figure02,Embryo04.iRFP.Cam_Right_00235.tif,Embryo04.pattern
Figure02,Embryo03.iRFP.Cam_Right_00227.tif,Embryo03.pattern
SupplementaryFigure08,NocMo.Monastrol.Embryo3.mCherry.Cam_Right_00012.tif,NocMo.Monastrol.Embryo3.pattern
Figure02,Embryo02.EGFP.Cam_Right_00264.tif,Embryo02.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.mCherry.Cam_Right_00011.tif,MoNoc.Washout.Embryo1.pattern
Figure01A,Embryo1.mCherry.Cam_Right_00219.tif,Embryo1.pattern
Figure01A,Embryo12.mCherry.Cam_Right_00145.tif,Embryo12.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.EGFP.Cam_Right_00003.tif,MoNoc.Monastrol.Embryo3.pattern
Figure02,Embryo02.EGFP.Cam_Right_00343.tif,Embryo02.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo2.EGFP.Cam_Right_00051.tif,MoNoc.Washout.Embryo2.pattern
Figure02,Embryo02.EGFP.Cam_Right_00219.tif,Embryo02.pattern
SupplementaryFigure05,Prometaphase3.Cam_Right_00000 (12)-Enhancement Filter_T021_Z001_C01.tif,Prometaphase3.pattern
SupplementaryFigure01,Embryo17.EGFP.000016_00.tif,Embryo17.pattern
Figure03,Embryo05.Position_0.stack_0.EGFP.Cam_Right_00006.tif,Embryo05.pattern
SupplementaryFigure01,Embryo8.EGFP.000008_00.tif,Embryo8.pattern
Figure01A,Embryo4.EGFP.Cam_Right_00085.tif,Embryo4.pattern
Figure03,Embryo03.Position_0.stack_0.EGFP.Cam_Right_00070.tif,Embryo03.pattern
SupplementaryFigure01,Embryo16.iRFP.000009_00.tif,Embryo16.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo2.iRFP.Cam_Right_00009.tif,NocMo.Nocodazole.Embryo2.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.iRFP.Cam_Right_00049.tif,NocMo.Washout.Embryo1.pattern
Figure02,Embryo03.EGFP.Cam_Right_00125.tif,Embryo03.pattern
SupplementaryFigure01,Embryo13.mCherry.000003_00.tif,Embryo13.pattern
SupplementaryFigure05,Metaphase3.Cam_Right_00000 (5)-Enhancement Filter_T034_Z004_C01.tif,Metaphase3.pattern
Figure01A,Embryo1.mCherry.Cam_Right_00179.tif,Embryo1.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo2.iRFP.Cam_Right_00038.tif,MoNoc.Monastrol.Embryo2.pattern
Figure01A,Embryo13.mCherry.Cam_Right_00284.tif,Embryo13.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T028_Z002_C01.tif,Prometaphase2.pattern
SupplementaryFigure01,Embryo4.mCherry.000028_00.tif,Embryo4.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.mCherry.Cam_Right_00074.tif,MoNoc.Washout.Embryo3.pattern
Figure02,Embryo10.iRFP.Cam_Right_00188.tif,Embryo10.pattern
Figure02,Embryo12.iRFP.Cam_Right_00057.tif,Embryo12.pattern
Figure03,Embryo18.Position_0.stack_0.mCherry.Cam_Right_00077.tif,Embryo18.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.iRFP.Cam_Right_00054.tif,NocMo.Washout.Embryo3.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo1.EGFP.Cam_Right_00034.tif,MoNoc.Monastrol.Embryo1.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo1.EGFP.Cam_Right_00005.tif,NocMo.Nocodazole.Embryo1.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.iRFP.Cam_Right_00039.tif,MoNoc.Washout.Embryo1.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.EGFP.Cam_Right_00020.tif,NocMo.Washout.Embryo2.pattern
Figure02,Embryo09.mCherry.Cam_Right_00018.tif,Embryo09.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.mCherry.Cam_Right_00164.tif,NocMo.Washout.Embryo3.pattern
SupplementaryFigure05,Prometaphase1.Cam_Right_00000 (25)-Enhancement Filter_T004_Z003_C01.tif,Prometaphase1.pattern
SupplementaryFigure05,Prometaphase3.Cam_Right_00000 (12)-Enhancement Filter_T032_Z001_C01.tif,Prometaphase3.pattern
SupplementaryFigure01,Embryo13.iRFP.000020_00.tif,Embryo13.pattern
Figure03,Embryo04.Position_0.stack_0.EGFP.Cam_Right_00023.tif,Embryo04.pattern
Figure01A,Embryo4.EGFP.Cam_Right_00014.tif,Embryo4.pattern
Figure02,Embryo07.iRFP.Cam_Right_00001.tif,Embryo07.pattern
Figure02,Embryo01.iRFP.Cam_Right_00307.tif,Embryo01.pattern
Figure02,Embryo04.EGFP.Cam_Right_00233.tif,Embryo04.pattern
Figure02,Embryo10.iRFP.Cam_Right_00102.tif,Embryo10.pattern
Figure02,Embryo01.EGFP.Cam_Right_00280.tif,Embryo01.pattern
SupplementaryFigure01,Embryo14.mCherry.000015_00.tif,Embryo14.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T003_Z005_C01.tif,Metaphase1.pattern
SupplementaryFigure06A,2Cell.Cell08-1.Position_0.stack_0.EGFP.000057_00.tif,2Cell.Cell08-1.Position_0.stack_0.T000057_00.pattern
Figure03,Embryo09.Position_0.stack_0.EGFP.Cam_Right_00014.tif,Embryo09.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T044_Z004_C01.tif,Prometaphase2.pattern
SupplementaryFigure01,Embryo16.mCherry.000032_00.tif,Embryo16.pattern
Figure03,Embryo19.Position_0.stack_0.mCherry.Cam_Right_00039.tif,Embryo19.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.EGFP.Cam_Right_00146.tif,NocMo.Washout.Embryo2.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo2.iRFP.Cam_Right_00147.tif,MoNoc.Washout.Embryo2.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.EGFP.Cam_Right_00083.tif,MoNoc.Washout.Embryo3.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo1.mCherry.Cam_Right_00030.tif,NocMo.Nocodazole.Embryo1.pattern
Figure02,Embryo06.mCherry.Cam_Right_00217.tif,Embryo06.pattern
Figure01A,Embryo11.EGFP.Cam_Right_00162.tif,Embryo11.pattern
Figure03,Embryo05.Position_0.stack_0.mCherry.Cam_Right_00040.tif,Embryo05.pattern
SupplementaryFigure09,MoNoc.8_Cell.18.tif,MoNoc.8_Cell.pattern
Figure02,Embryo05.iRFP.Cam_Right_00180.tif,Embryo05.pattern
SupplementaryFigure01,Embryo18.iRFP.000003_00.tif,Embryo18.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T039_Z002_C01.tif,Prometaphase2.pattern
Figure03,Embryo03.Position_0.stack_0.EGFP.Cam_Right_00157.tif,Embryo03.pattern
Figure02,Embryo08.mCherry.Cam_Right_00326.tif,Embryo08.pattern
Figure03,Embryo19.Position_0.stack_0.EGFP.Cam_Right_00052.tif,Embryo19.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.iRFP.Cam_Right_00155.tif,MoNoc.Washout.Embryo3.pattern
SupplementaryFigure06H,04_Cell_Stage.Embryo24.EGFP.000000_00.tif,04_Cell_Stage.Embryo24.pattern
Figure02,Embryo08.EGFP.Cam_Right_00330.tif,Embryo08.pattern
Figure02,Embryo02.mCherry.Cam_Right_00207.tif,Embryo02.pattern
