Dataset Name,Image File,Image Name
Figure01A,Embryo12.EGFP.Cam_Right_00092.tif,Embryo12.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.EGFP.Cam_Right_00051.tif,NocMo.Washout.Embryo3.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T034_Z005_C01.tif,Metaphase1.pattern
Figure04,NocMo.Cell10.Position_0.stack_0.EGFP.EGFP.tif,NocMo.Cell10.pattern
SupplementaryFigure01,Embryo13.iRFP.000038_00.tif,Embryo13.pattern
Figure02,Embryo10.iRFP.Cam_Right_00031.tif,Embryo10.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.EGFP.Cam_Right_00082.tif,NocMo.Washout.Embryo1.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.iRFP.Cam_Right_00052.tif,NocMo.Washout.Embryo1.pattern
Figure01A,Embryo11.mCherry.Cam_Right_00258.tif,Embryo11.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T044_Z005_C01.tif,Metaphase1.pattern
Figure02,Embryo04.mCherry.Cam_Right_00222.tif,Embryo04.pattern
Figure01A,Embryo5.EGFP.Cam_Right_00140.tif,Embryo5.pattern
SupplementaryFigure01,Embryo8.EGFP.000037_00.tif,Embryo8.pattern
Figure01A,Embryo1.EGFP.Cam_Right_00262.tif,Embryo1.pattern
SupplementaryFigure06H,02_Cell_Stage.Embryo11.Alexa_647.000000_00.tif,02_Cell_Stage.Embryo11.pattern
Figure01A,Embryo3.EGFP.Cam_Right_00050.tif,Embryo3.pattern
Figure02,Embryo06.EGFP.Cam_Right_00207.tif,Embryo06.pattern
Figure03,Embryo18.Position_0.stack_0.mCherry.Cam_Right_00009.tif,Embryo18.pattern
SupplementaryFigure01,Embryo1.iRFP.000031_00.tif,Embryo1.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.mCherry.Cam_Right_00100.tif,NocMo.Washout.Embryo2.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo1.mCherry.Cam_Right_00044.tif,MoNoc.Monastrol.Embryo1.pattern
Figure02,Embryo02.mCherry.Cam_Right_00208.tif,Embryo02.pattern
Figure02,Embryo09.EGFP.Cam_Right_00026.tif,Embryo09.pattern
Figure01A,Embryo10.EGFP.Cam_Right_00110.tif,Embryo10.pattern
Figure03,Embryo12.Position_0.stack_0.EGFP.Cam_Right_00001.tif,Embryo12.pattern
SupplementaryFigure01,Embryo3.EGFP.000001_00.tif,Embryo3.pattern
Figure02,Embryo06.EGFP.Cam_Right_00171.tif,Embryo06.pattern
Figure02,Embryo10.EGFP.Cam_Right_00037.tif,Embryo10.pattern
Figure02,Embryo07.EGFP.Cam_Right_00002.tif,Embryo07.pattern
Figure02,Embryo07.mCherry.Cam_Right_00074.tif,Embryo07.pattern
Figure02,Embryo03.EGFP.Cam_Right_00124.tif,Embryo03.pattern
Figure02,Embryo11.EGFP.Cam_Right_00152.tif,Embryo11.pattern
Figure03,Embryo14.Position_0.stack_0.EGFP.Cam_Right_00004.tif,Embryo14.pattern
SupplementaryFigure01,Embryo18.mCherry.000010_00.tif,Embryo18.pattern
Figure03,Embryo15.Position_0.stack_0.EGFP.Cam_Right_00000.tif,Embryo15.pattern
Figure02,Embryo01.iRFP.Cam_Right_00330.tif,Embryo01.pattern
Figure02,Embryo10.EGFP.Cam_Right_00129.tif,Embryo10.pattern
Figure01A,Embryo4.mCherry.Cam_Right_00157.tif,Embryo4.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T071_Z002_C01.tif,Metaphase1.pattern
SupplementaryFigure01,Embryo3.mCherry.000052_00.tif,Embryo3.pattern
SupplementaryFigure01,Embryo5.EGFP.000017_00.tif,Embryo5.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo2.mCherry.Cam_Right_00008.tif,MoNoc.Washout.Embryo2.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T010_Z003_C01.tif,Metaphase1.pattern
Figure02,Embryo02.EGFP.Cam_Right_00270.tif,Embryo02.pattern
Figure02,Embryo08.iRFP.Cam_Right_00314.tif,Embryo08.pattern
Figure03,Embryo17.Position_0.stack_0.EGFP.Cam_Right_00003.tif,Embryo17.pattern
Figure03,Embryo04.Position_0.stack_0.EGFP.Cam_Right_00007.tif,Embryo04.pattern
Figure02,Embryo02.EGFP.Cam_Right_00163.tif,Embryo02.pattern
Figure02,Embryo10.iRFP.Cam_Right_00089.tif,Embryo10.pattern
Figure02,Embryo05.iRFP.Cam_Right_00192.tif,Embryo05.pattern
Figure03,Embryo12.Position_0.stack_0.EGFP.Cam_Right_00059.tif,Embryo12.pattern
Figure01A,Embryo1.mCherry.Cam_Right_00289.tif,Embryo1.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo2.mCherry.Cam_Right_00115.tif,MoNoc.Washout.Embryo2.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.EGFP.Cam_Right_00158.tif,NocMo.Washout.Embryo2.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo2.iRFP.Cam_Right_00008.tif,NocMo.Nocodazole.Embryo2.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.EGFP.Cam_Right_00019.tif,MoNoc.Washout.Embryo3.pattern
Figure01A,Embryo1.mCherry.Cam_Right_00231.tif,Embryo1.pattern
SupplementaryFigure01,Embryo14.EGFP.000054_00.tif,Embryo14.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.iRFP.Cam_Right_00007.tif,MoNoc.Washout.Embryo3.pattern
Figure02,Embryo11.EGFP.Cam_Right_00102.tif,Embryo11.pattern
SupplementaryFigure01,Embryo6.EGFP.000014_00.tif,Embryo6.pattern
Figure03,Embryo02.Position_0.stack_0.EGFP.Cam_Right_00051.tif,Embryo02.pattern
Figure02,Embryo03.mCherry.Cam_Right_00211.tif,Embryo03.pattern
SupplementaryFigure01,Embryo18.mCherry.000049_00.tif,Embryo18.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T058_Z005_C01.tif,Prometaphase2.pattern
Figure01A,Embryo4.mCherry.Cam_Right_00083.tif,Embryo4.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T034_Z002_C01.tif,Prometaphase2.pattern
Figure03,Embryo10.Position_0.stack_0.EGFP.Cam_Right_00047.tif,Embryo10.pattern
Figure03,Embryo15.Position_0.stack_0.mCherry.Cam_Right_00031.tif,Embryo15.pattern
Figure02,Embryo11.mCherry.Cam_Right_00082.tif,Embryo11.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.iRFP.Cam_Right_00028.tif,MoNoc.Monastrol.Embryo3.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.mCherry.Cam_Right_00066.tif,MoNoc.Monastrol.Embryo3.pattern
Figure02,Embryo05.EGFP.Cam_Right_00198.tif,Embryo05.pattern
SupplementaryFigure01,Embryo10.mCherry.000054_00.tif,Embryo10.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo3.iRFP.Cam_Right_00016.tif,NocMo.Nocodazole.Embryo3.pattern
Figure02,Embryo10.mCherry.Cam_Right_00202.tif,Embryo10.pattern
Figure01A,Embryo3.EGFP.Cam_Right_00124.tif,Embryo3.pattern
Figure02,Embryo11.iRFP.Cam_Right_00097.tif,Embryo11.pattern
Figure02,Embryo04.iRFP.Cam_Right_00184.tif,Embryo04.pattern
SupplementaryFigure01,Embryo2.mCherry.000034_00.tif,Embryo2.pattern
Figure02,Embryo01.EGFP.Cam_Right_00262.tif,Embryo01.pattern
Figure03,Embryo07.Position_0.stack_0.EGFP.Cam_Right_00006.tif,Embryo07.pattern
Figure03,Embryo13.Position_0.stack_0.mCherry.Cam_Right_00060.tif,Embryo13.pattern
Figure03,Embryo09.Position_0.stack_0.mCherry.Cam_Right_00065.tif,Embryo09.pattern
Figure01A,Embryo4.EGFP.Cam_Right_00069.tif,Embryo4.pattern
Figure03,Embryo03.Position_0.stack_0.mCherry.Cam_Right_00129.tif,Embryo03.pattern
SupplementaryFigure05,Prometaphase1.Cam_Right_00000 (25)-Enhancement Filter_T011_Z001_C01.tif,Prometaphase1.pattern
Figure02,Embryo11.mCherry.Cam_Right_00188.tif,Embryo11.pattern
Figure03,Embryo01.Position_0.stack_0.EGFP.Cam_Right_00023.tif,Embryo01.pattern
SupplementaryFigure06A,4Cell.Cell07-2.Position_0.stack_0.mCherry.000295_00.tif,4Cell.Cell07-2.Position_0.stack_0.T000295_00.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.EGFP.Cam_Right_00090.tif,NocMo.Washout.Embryo2.pattern
Figure01A,Embryo3.mCherry.Cam_Right_00072.tif,Embryo3.pattern
SupplementaryFigure01,Embryo8.mCherry.000020_00.tif,Embryo8.pattern
Figure01A,Embryo6.mCherry.Cam_Right_00334.tif,Embryo6.pattern
Figure02,Embryo05.mCherry.Cam_Right_00265.tif,Embryo05.pattern
SupplementaryFigure06A,Zygotes.Cell10.Position_0.stack_0.iRFP.000029_00.tif,Zygotes.Cell10.Position_0.stack_0.T000029_00.pattern
Figure03,Embryo10.Position_0.stack_0.EGFP.Cam_Right_00071.tif,Embryo10.pattern
SupplementaryFigure01,Embryo6.mCherry.000056_00.tif,Embryo6.pattern
Figure03,Embryo19.Position_0.stack_0.mCherry.Cam_Right_00023.tif,Embryo19.pattern
Figure02,Embryo09.mCherry.Cam_Right_00049.tif,Embryo09.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.mCherry.Cam_Right_00019.tif,MoNoc.Washout.Embryo3.pattern
Figure02,Embryo09.iRFP.Cam_Right_00061.tif,Embryo09.pattern
Figure02,Embryo09.EGFP.Cam_Right_00180.tif,Embryo09.pattern
SupplementaryFigure05,Metaphase3.Cam_Right_00000 (5)-Enhancement Filter_T009_Z002_C01.tif,Metaphase3.pattern
SupplementaryFigure01,Embryo2.iRFP.000047_00.tif,Embryo2.pattern
Figure03,Embryo17.Position_0.stack_0.mCherry.Cam_Right_00069.tif,Embryo17.pattern
Figure02,Embryo06.EGFP.Cam_Right_00311.tif,Embryo06.pattern
SupplementaryFigure01,Embryo10.EGFP.000011_00.tif,Embryo10.pattern
SupplementaryFigure01,Embryo14.iRFP.000025_00.tif,Embryo14.pattern
SupplementaryFigure06A,Zygotes.Cell21.Position_0.stack_0.iRFP.Cam_Right_00227-1.tif,Zygotes.Cell21.Position_0.stack_0.TCam_Right_00227-1.pattern
Figure03,Embryo19.Position_0.stack_0.EGFP.Cam_Right_00053.tif,Embryo19.pattern
Figure03,Embryo11.Position_0.stack_0.EGFP.Cam_Right_00078.tif,Embryo11.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.mCherry.Cam_Right_00084.tif,NocMo.Washout.Embryo2.pattern
Figure01A,Embryo8.mCherry.Cam_Right_00095.tif,Embryo8.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.EGFP.Cam_Right_00043.tif,MoNoc.Washout.Embryo3.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.mCherry.Cam_Right_00043.tif,MoNoc.Washout.Embryo3.pattern
SupplementaryFigure05,Metaphase3.Cam_Right_00000 (5)-Enhancement Filter_T003_Z003_C01.tif,Metaphase3.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.EGFP.Cam_Right_00019.tif,NocMo.Washout.Embryo2.pattern
SupplementaryFigure01,Embryo19.iRFP.000009_00.tif,Embryo19.pattern
SupplementaryFigure06H,04_Cell_Stage.Embryo15.Alexa_647.000000_00.tif,04_Cell_Stage.Embryo15.pattern
Figure03,Embryo19.Position_0.stack_0.EGFP.Cam_Right_00029.tif,Embryo19.pattern
SupplementaryFigure01,Embryo17.EGFP.000064_00.tif,Embryo17.pattern
SupplementaryFigure01,Embryo10.iRFP.000005_00.tif,Embryo10.pattern
Figure02,Embryo10.iRFP.Cam_Right_00196.tif,Embryo10.pattern
Figure02,Embryo09.EGFP.Cam_Right_00124.tif,Embryo09.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.EGFP.Cam_Right_00157.tif,NocMo.Washout.Embryo3.pattern
Figure02,Embryo08.iRFP.Cam_Right_00298.tif,Embryo08.pattern
Figure01A,Embryo10.EGFP.Cam_Right_00053.tif,Embryo10.pattern
Figure01A,Embryo9.EGFP.Cam_Right_00101.tif,Embryo9.pattern
Figure02,Embryo02.EGFP.Cam_Right_00220.tif,Embryo02.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.iRFP.Cam_Right_00013.tif,NocMo.Washout.Embryo2.pattern
Figure02,Embryo10.mCherry.Cam_Right_00062.tif,Embryo10.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.iRFP.Cam_Right_00062.tif,MoNoc.Washout.Embryo1.pattern
Figure02,Embryo11.mCherry.Cam_Right_00156.tif,Embryo11.pattern
SupplementaryFigure05,Prometaphase3.Cam_Right_00000 (12)-Enhancement Filter_T058_Z004_C01.tif,Prometaphase3.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo1.iRFP.Cam_Right_00059.tif,MoNoc.Monastrol.Embryo1.pattern
Figure02,Embryo07.mCherry.Cam_Right_00125.tif,Embryo07.pattern
Figure03,Embryo16.Position_0.stack_0.EGFP.Cam_Right_00054.tif,Embryo16.pattern
Figure02,Embryo09.mCherry.Cam_Right_00073.tif,Embryo09.pattern
Figure03,Embryo13.Position_0.stack_0.EGFP.Cam_Right_00070.tif,Embryo13.pattern
Figure02,Embryo01.mCherry.Cam_Right_00294.tif,Embryo01.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.mCherry.Cam_Right_00006.tif,MoNoc.Washout.Embryo1.pattern
SupplementaryFigure01,Embryo17.iRFP.000058_00.tif,Embryo17.pattern
Figure03,Embryo05.Position_0.stack_0.mCherry.Cam_Right_00050.tif,Embryo05.pattern
SupplementaryFigure01,Embryo12.EGFP.000047_00.tif,Embryo12.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo1.iRFP.Cam_Right_00047.tif,NocMo.Nocodazole.Embryo1.pattern
SupplementaryFigure08,NocMo.Washout.Embryo2.mCherry.Cam_Right_00158.tif,NocMo.Washout.Embryo2.pattern
SupplementaryFigure05,Metaphase3.Cam_Right_00000 (5)-Enhancement Filter_T006_Z003_C01.tif,Metaphase3.pattern
Figure01A,Embryo8.mCherry.Cam_Right_00152.tif,Embryo8.pattern
Figure02,Embryo04.iRFP.Cam_Right_00306.tif,Embryo04.pattern
Figure03,Embryo02.Position_0.stack_0.mCherry.Cam_Right_00065.tif,Embryo02.pattern
Figure03,Embryo09.Position_0.stack_0.mCherry.Cam_Right_00080.tif,Embryo09.pattern
Figure03,Embryo14.Position_0.stack_0.mCherry.Cam_Right_00076.tif,Embryo14.pattern
SupplementaryFigure01,Embryo12.mCherry.000024_00.tif,Embryo12.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T034_Z003_C01.tif,Prometaphase2.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo1.EGFP.Cam_Right_00036.tif,NocMo.Nocodazole.Embryo1.pattern
Figure02,Embryo12.iRFP.Cam_Right_00106.tif,Embryo12.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.iRFP.Cam_Right_00038.tif,MoNoc.Washout.Embryo1.pattern
Figure03,Embryo06.Position_0.stack_0.mCherry.Cam_Right_00016.tif,Embryo06.pattern
SupplementaryFigure05,Prometaphase3.Cam_Right_00000 (12)-Enhancement Filter_T017_Z003_C01.tif,Prometaphase3.pattern
Figure03,Embryo01.Position_0.stack_0.EGFP.Cam_Right_00055.tif,Embryo01.pattern
Figure02,Embryo02.iRFP.Cam_Right_00298.tif,Embryo02.pattern
Figure02,Embryo03.EGFP.Cam_Right_00254.tif,Embryo03.pattern
Figure02,Embryo10.mCherry.Cam_Right_00047.tif,Embryo10.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo1.EGFP.Cam_Right_00060.tif,NocMo.Nocodazole.Embryo1.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.iRFP.Cam_Right_00079.tif,NocMo.Washout.Embryo3.pattern
Figure02,Embryo12.iRFP.Cam_Right_00058.tif,Embryo12.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo1.mCherry.Cam_Right_00044.tif,NocMo.Nocodazole.Embryo1.pattern
Figure02,Embryo03.iRFP.Cam_Right_00224.tif,Embryo03.pattern
Figure01A,Embryo11.EGFP.Cam_Right_00191.tif,Embryo11.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T071_Z001_C01.tif,Metaphase1.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.EGFP.Cam_Right_00117.tif,MoNoc.Washout.Embryo3.pattern
Figure03,Embryo04.Position_0.stack_0.EGFP.Cam_Right_00054.tif,Embryo04.pattern
Figure01A,Embryo11.EGFP.Cam_Right_00167.tif,Embryo11.pattern
Figure03,Embryo02.Position_0.stack_0.mCherry.Cam_Right_00009.tif,Embryo02.pattern
SupplementaryFigure01,Embryo15.iRFP.000022_00.tif,Embryo15.pattern
Figure02,Embryo09.mCherry.Cam_Right_00121.tif,Embryo09.pattern
Figure01A,Embryo6.mCherry.Cam_Right_00204.tif,Embryo6.pattern
SupplementaryFigure01,Embryo7.EGFP.000021_00.tif,Embryo7.pattern
Figure02,Embryo09.mCherry.Cam_Right_00179.tif,Embryo09.pattern
Figure03,Embryo03.Position_0.stack_0.mCherry.Cam_Right_00153.tif,Embryo03.pattern
Figure01A,Embryo12.mCherry.Cam_Right_00237.tif,Embryo12.pattern
SupplementaryFigure06H,04_Cell_Stage.Embryo16.EGFP.000000_00.tif,04_Cell_Stage.Embryo16.pattern
SupplementaryFigure05,Metaphase2.Cam_Right_00000 (4)-Enhancement Filter_T035_Z004_C01.tif,Metaphase2.pattern
SupplementaryFigure06H,04_Cell_Stage.Embryo17.EGFP.000000_00.tif,04_Cell_Stage.Embryo17.pattern
Figure02,Embryo04.iRFP.Cam_Right_00232.tif,Embryo04.pattern
Figure01A,Embryo2.mCherry.Cam_Right_00087.tif,Embryo2.pattern
SupplementaryFigure10B,NocMo.2_Cell.35.tif,NocMo.2_Cell.pattern
Figure02,Embryo06.iRFP.Cam_Right_00322.tif,Embryo06.pattern
Figure01A,Embryo11.EGFP.Cam_Right_00224.tif,Embryo11.pattern
Figure02,Embryo02.mCherry.Cam_Right_00175.tif,Embryo02.pattern
Figure01A,Embryo6.mCherry.Cam_Right_00286.tif,Embryo6.pattern
Figure03,Embryo16.Position_0.stack_0.mCherry.Cam_Right_00079.tif,Embryo16.pattern
SupplementaryFigure05,Prometaphase3.Cam_Right_00000 (12)-Enhancement Filter_T014_Z004_C01.tif,Prometaphase3.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.iRFP.Cam_Right_00054.tif,MoNoc.Washout.Embryo3.pattern
SupplementaryFigure05,Metaphase1.Cam_Right_00000 (16)-Enhancement Filter 2_T006_Z002_C01.tif,Metaphase1.pattern
Figure02,Embryo04.EGFP.Cam_Right_00262.tif,Embryo04.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo1.EGFP.Cam_Right_00048.tif,MoNoc.Monastrol.Embryo1.pattern
SupplementaryFigure06A,Zygotes.Cell15.Position_0.stack_0.mCherry.000011_00.tif,Zygotes.Cell15.Position_0.stack_0.T000011_00.pattern
Figure01A,Embryo6.EGFP.Cam_Right_00207.tif,Embryo6.pattern
Figure02,Embryo04.EGFP.Cam_Right_00238.tif,Embryo04.pattern
Figure04,NocMo.Cell12.Position_0.stack_0.EGFP.EGFP.tif,NocMo.Cell12.pattern
SupplementaryFigure06H,02_Cell_Stage.Embryo31.EGFP.000000_00.tif,02_Cell_Stage.Embryo31.pattern
Figure02,Embryo10.EGFP.Cam_Right_00061.tif,Embryo10.pattern
SupplementaryFigure05,Prometaphase1.Cam_Right_00000 (25)-Enhancement Filter_T032_Z004_C01.tif,Prometaphase1.pattern
Figure03,Embryo16.Position_0.stack_0.mCherry.Cam_Right_00021.tif,Embryo16.pattern
Figure01A,Embryo12.EGFP.Cam_Right_00102.tif,Embryo12.pattern
Figure01A,Embryo12.mCherry.Cam_Right_00163.tif,Embryo12.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T027_Z003_C01.tif,Prometaphase2.pattern
Figure02,Embryo02.EGFP.Cam_Right_00303.tif,Embryo02.pattern
SupplementaryFigure01,Embryo16.mCherry.000040_00.tif,Embryo16.pattern
Figure01A,Embryo1.mCherry.Cam_Right_00207.tif,Embryo1.pattern
SupplementaryFigure01,Embryo13.mCherry.000058_00.tif,Embryo13.pattern
Figure02,Embryo11.mCherry.Cam_Right_00000.tif,Embryo11.pattern
SupplementaryFigure01,Embryo9.iRFP.000028_00.tif,Embryo9.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.EGFP.Cam_Right_00027.tif,MoNoc.Washout.Embryo1.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.iRFP.Cam_Right_00111.tif,MoNoc.Washout.Embryo3.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.iRFP.Cam_Right_00021.tif,NocMo.Washout.Embryo3.pattern
Figure02,Embryo12.iRFP.Cam_Right_00188.tif,Embryo12.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo2.mCherry.Cam_Right_00046.tif,MoNoc.Monastrol.Embryo2.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo1.EGFP.Cam_Right_00125.tif,MoNoc.Washout.Embryo1.pattern
Figure02,Embryo05.iRFP.Cam_Right_00168.tif,Embryo05.pattern
Figure02,Embryo11.mCherry.Cam_Right_00058.tif,Embryo11.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo3.mCherry.Cam_Right_00066.tif,NocMo.Nocodazole.Embryo3.pattern
SupplementaryFigure06A,4Cell.Cell01-2.Position_0.stack_0.EGFP.000239_00.tif,4Cell.Cell01-2.Position_0.stack_0.T000239_00.pattern
Figure01A,Embryo3.mCherry.Cam_Right_00155.tif,Embryo3.pattern
Figure01A,Embryo2.EGFP.Cam_Right_00140.tif,Embryo2.pattern
SupplementaryFigure08,NocMo.Nocodazole.Embryo3.EGFP.Cam_Right_00052.tif,NocMo.Nocodazole.Embryo3.pattern
Figure02,Embryo08.mCherry.Cam_Right_00323.tif,Embryo08.pattern
Figure01A,Embryo9.mCherry.Cam_Right_00033.tif,Embryo9.pattern
Figure01A,Embryo13.EGFP.Cam_Right_00183.tif,Embryo13.pattern
SupplementaryFigure08,MoNoc.Monastrol.Embryo3.EGFP.Cam_Right_00064.tif,MoNoc.Monastrol.Embryo3.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.EGFP.Cam_Right_00027.tif,NocMo.Washout.Embryo3.pattern
SupplementaryFigure08,NocMo.Washout.Embryo1.mCherry.Cam_Right_00073.tif,NocMo.Washout.Embryo1.pattern
Figure02,Embryo04.iRFP.Cam_Right_00330.tif,Embryo04.pattern
Figure02,Embryo05.iRFP.Cam_Right_00298.tif,Embryo05.pattern
Figure02,Embryo09.iRFP.Cam_Right_00176.tif,Embryo09.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo2.EGFP.Cam_Right_00035.tif,MoNoc.Washout.Embryo2.pattern
Figure03,Embryo05.Position_0.stack_0.mCherry.Cam_Right_00026.tif,Embryo05.pattern
Figure01A,Embryo5.mCherry.Cam_Right_00062.tif,Embryo5.pattern
Figure02,Embryo05.EGFP.Cam_Right_00303.tif,Embryo05.pattern
SupplementaryFigure08,MoNoc.Washout.Embryo3.mCherry.Cam_Right_00100.tif,MoNoc.Washout.Embryo3.pattern
SupplementaryFigure01,Embryo11.iRFP.000002_00.tif,Embryo11.pattern
SupplementaryFigure01,Embryo5.EGFP.000014_00.tif,Embryo5.pattern
SupplementaryFigure05,Metaphase2.Cam_Right_00000 (4)-Enhancement Filter_T001_Z002_C01.tif,Metaphase2.pattern
SupplementaryFigure08,NocMo.Monastrol.Embryo3.EGFP.Cam_Right_00001.tif,NocMo.Monastrol.Embryo3.pattern
Figure01A,Embryo12.mCherry.Cam_Right_00107.tif,Embryo12.pattern
Figure02,Embryo10.mCherry.Cam_Right_00177.tif,Embryo10.pattern
Figure02,Embryo06.EGFP.Cam_Right_00254.tif,Embryo06.pattern
Figure02,Embryo12.EGFP.Cam_Right_00136.tif,Embryo12.pattern
SupplementaryFigure08,NocMo.Monastrol.Embryo2.iRFP.Cam_Right_00004.tif,NocMo.Monastrol.Embryo2.pattern
Figure03,Embryo18.Position_0.stack_0.EGFP.Cam_Right_00072.tif,Embryo18.pattern
Figure01A,Embryo13.EGFP.Cam_Right_00240.tif,Embryo13.pattern
Figure01A,Embryo6.mCherry.Cam_Right_00188.tif,Embryo6.pattern
Figure03,Embryo12.Position_0.stack_0.mCherry.Cam_Right_00023.tif,Embryo12.pattern
Figure01A,Embryo11.mCherry.Cam_Right_00095.tif,Embryo11.pattern
Figure02,Embryo12.iRFP.Cam_Right_00130.tif,Embryo12.pattern
SupplementaryFigure01,Embryo19.EGFP.000015_00.tif,Embryo19.pattern
Figure02,Embryo02.mCherry.Cam_Right_00232.tif,Embryo02.pattern
Figure03,Embryo18.Position_0.stack_0.mCherry.Cam_Right_00033.tif,Embryo18.pattern
Figure02,Embryo11.EGFP.Cam_Right_00128.tif,Embryo11.pattern
SupplementaryFigure08,NocMo.Monastrol.Embryo3.iRFP.Cam_Right_00012.tif,NocMo.Monastrol.Embryo3.pattern
SupplementaryFigure08,NocMo.Washout.Embryo3.iRFP.Cam_Right_00151.tif,NocMo.Washout.Embryo3.pattern
Figure03,Embryo02.Position_0.stack_0.EGFP.Cam_Right_00077.tif,Embryo02.pattern
SupplementaryFigure05,Metaphase2.Cam_Right_00000 (4)-Enhancement Filter_T038_Z003_C01.tif,Metaphase2.pattern
SupplementaryFigure01,Embryo4.EGFP.000017_00.tif,Embryo4.pattern
Figure01A,Embryo11.mCherry.Cam_Right_00152.tif,Embryo11.pattern
Figure03,Embryo04.Position_0.stack_0.mCherry.Cam_Right_00060.tif,Embryo04.pattern
Figure04,Untreated.Cell15.Position_0.stack_0.iRFP.000011_00.tif,Untreated.Cell15.pattern
Figure02,Embryo01.iRFP.Cam_Right_00306.tif,Embryo01.pattern
Figure03,Embryo06.Position_0.stack_0.EGFP.Cam_Right_00057.tif,Embryo06.pattern
Figure03,Embryo05.Position_0.stack_0.EGFP.Cam_Right_00076.tif,Embryo05.pattern
Figure02,Embryo11.iRFP.Cam_Right_00122.tif,Embryo11.pattern
Figure02,Embryo03.mCherry.Cam_Right_00243.tif,Embryo03.pattern
SupplementaryFigure01,Embryo3.iRFP.000044_00.tif,Embryo3.pattern
Figure03,Embryo03.Position_0.stack_0.mCherry.Cam_Right_00055.tif,Embryo03.pattern
Figure02,Embryo09.EGFP.Cam_Right_00050.tif,Embryo09.pattern
Figure02,Embryo08.EGFP.Cam_Right_00270.tif,Embryo08.pattern
Figure01A,Embryo10.mCherry.Cam_Right_00084.tif,Embryo10.pattern
Figure01A,Embryo11.EGFP.Cam_Right_00188.tif,Embryo11.pattern
Figure01A,Embryo13.mCherry.Cam_Right_00306.tif,Embryo13.pattern
SupplementaryFigure05,Prometaphase2.Cam_Right_00000 (9)-Enhancement Filter_T003_Z001_C01.tif,Prometaphase2.pattern
Figure02,Embryo02.EGFP.Cam_Right_00197.tif,Embryo02.pattern
Figure01A,Embryo4.mCherry.Cam_Right_00108.tif,Embryo4.pattern
SupplementaryFigure01,Embryo13.mCherry.000046_00.tif,Embryo13.pattern
